year,keyword,score_logodds,count_top,count_rest,p_top,p_rest,delta
1999,19th_century,0.7799610656954723,1,5,0.0031545741324921135,0.001971608832807571,0.0011829652996845426
1999,wedding,0.7799610656954723,1,5,0.0031545741324921135,0.001971608832807571,0.0011829652996845426
1999,small_town,0.7458262021810178,2,9,0.006309148264984227,0.003548895899053628,0.002760252365930599
1999,gay_theme,0.6125118802764744,1,6,0.0031545741324921135,0.002365930599369085,0.0007886435331230283
1999,loss_of_loved_one,0.6125118802764744,1,6,0.0031545741324921135,0.002365930599369085,0.0007886435331230283
1999,sequel,0.6125118802764744,1,6,0.0031545741324921135,0.002365930599369085,0.0007886435331230283
1999,witch,0.6125118802764744,1,6,0.0031545741324921135,0.002365930599369085,0.0007886435331230283
1999,friendship,0.5539793564317899,2,11,0.006309148264984227,0.004337539432176656,0.001971608832807571
1999,1930s,0.4690157797136596,1,7,0.0031545741324921135,0.0027602523659305996,0.0003943217665615139
1999,dark_comedy,0.4690157797136596,1,7,0.0031545741324921135,0.0027602523659305996,0.0003943217665615139
1999,parent_child_relationship,0.1313568340924185,1,10,0.0031545741324921135,0.003943217665615142,-0.0007886435331230283
1999,new_york_city,0.022739208915902864,2,19,0.006309148264984227,0.00749211356466877,-0.001182965299684543
1999,japan,-0.32180579972115275,0,5,0.0,0.001971608832807571,-0.001971608832807571
1999,usa,-0.32180579972115275,0,5,0.0,0.001971608832807571,-0.001971608832807571
1999,infidelity,-0.32180579972115275,0,5,0.0,0.001971608832807571,-0.001971608832807571
1999,based_on_play_or_musical,-0.32180579972115275,0,5,0.0,0.001971608832807571,-0.001971608832807571
1999,1940s,-0.32180579972115275,0,5,0.0,0.001971608832807571,-0.001971608832807571
1999,obsession,-0.32180579972115275,0,5,0.0,0.001971608832807571,-0.001971608832807571
2000,survival,1.970689523400245,2,3,0.0072992700729927005,0.0010948905109489052,0.0062043795620437955
2000,superhero,1.970689523400245,2,3,0.0072992700729927005,0.0010948905109489052,0.0062043795620437955
2000,based_on_true_story,1.690702535006614,3,6,0.010948905109489052,0.0021897810218978104,0.008759124087591242
2000,daughter,1.517973539036312,2,5,0.0072992700729927005,0.0018248175182481751,0.005474452554744526
2000,action_hero,1.517973539036312,2,5,0.0072992700729927005,0.0018248175182481751,0.005474452554744526
2000,satire,1.517973539036312,2,5,0.0072992700729927005,0.0018248175182481751,0.005474452554744526
2000,biography,1.3505538236560923,2,6,0.0072992700729927005,0.0021897810218978104,0.0051094890510948905
2000,martial_arts,1.3101152183506555,3,9,0.010948905109489052,0.0032846715328467154,0.007664233576642336
2000,italy,1.2045211000538272,1,4,0.0036496350364963502,0.00145985401459854,0.00218978102189781
2000,spoof,1.2045211000538272,1,4,0.0036496350364963502,0.00145985401459854,0.00218978102189781
