keyword,count,cum_count,cum_share
los_angeles,893,1282457,0.613920105851513
interview,893,1283350,0.6143475904802572
infidelity,877,1284227,0.6147674158099422
sibling_relationship,875,1285102,0.6151862837272447
cartoon,871,1285973,0.6156032368197825
student_film,867,1286840,0.6160182750875554
mixed_martial_arts,866,1287706,0.6164328346491371
1970s,861,1288567,0.6168450006797628
pro_wrestling,854,1289421,0.6172538157670501
theater_play,849,1290270,0.6176602373233814
lesbian,841,1291111,0.618062829230183
combat_sports,832,1291943,0.6184611127812638
love_triangle,823,1292766,0.6188550879766238
live_performance,820,1293586,0.6192476270534102
husband_wife_relationship,816,1294402,0.6196382513054318
based_on_manga,811,1295213,0.6200264820264973
family_relationships,808,1296021,0.6204132766289893
africa,803,1296824,0.6207976777005252
based_on_comic,800,1297624,0.6211806426534876
road_trip,799,1298423,0.6215631289002587
masturbation,798,1299221,0.6219451364408386
spy,794,1300015,0.6223252291566538
australia,792,1300807,0.6227043644600865
college,791,1301598,0.6230830210573279
surreal,786,1302384,0.6234592841236134
dream,785,1303169,0.6238350684837077
racism,782,1303951,0.6242094167252283
wedding,780,1304731,0.6245828075543667
1980s,771,1305502,0.6249518900277841
grief,769,1306271,0.6253200150888192
teenage_girl,765,1307036,0.6256862253250893
romantic_comedy,765,1307801,0.6260524355613596
prostitute,765,1308566,0.6264186457976298
doctor,761,1309327,0.6267829412091352
animation,758,1310085,0.627145800502067
dystopia,754,1310839,0.6275067449702341
orgy,746,1311585,0.6278638597888714
1960s,745,1312330,0.6282204959013176
behind_the_scenes,745,1313075,0.6285771320137638
nazi,736,1313811,0.6289294597704891
concert_film,732,1314543,0.6292798727024497
artist,726,1315269,0.6296274133972629
filmmaking,722,1315991,0.6299730392673114
investigation,717,1316708,0.6303162716064039
relationship,717,1317425,0.6306595039454964
music_video,713,1318138,0.6310008214598241
incest,702,1318840,0.6313368732060486
robbery,695,1319535,0.6316695740089345
forest,695,1320230,0.6320022748118206
beach,694,1320924,0.6323344969085154
double_penetration,694,1321618,0.6326667190052102
pregnancy,693,1322311,0.6329984623957139
gangbang,692,1323003,0.6333297270800262
train,690,1323693,0.6336600343519563
facial,685,1324378,0.6339879480929302
hospital,682,1325060,0.6343144257153307
rock_'n'_roll,678,1325738,0.6346389885129662
space,677,1326415,0.6349630726044106
travel,677,1327092,0.635287156695855
depression,676,1327768,0.6356107620811081
india,673,1328441,0.6359329313477877
terrorism,670,1329111,0.6362536644958937
demon,670,1329781,0.6365743976439996
island,667,1330448,0.636893694673532
friends,666,1331114,0.6372125129968731
teacher,658,1331772,0.6375275016706846
music_documentary,656,1332428,0.6378415329321138
movie_business,655,1333083,0.6381550854873517
queer,651,1333734,0.6384667232178247
punk_rock,650,1334384,0.6387778822421066
mental_health,648,1335032,0.6390880838540061
prostitution,645,1335677,0.639396849347332
educational,644,1336321,0.6397051361344667
loneliness,643,1336964,0.6400129442154101
transsexual,643,1337607,0.6403207522963535
psychological_thriller,639,1338246,0.6406266455525322
documentary_film,634,1338880,0.6409301452777549
cheating,632,1339512,0.6412326875905952
making_of,631,1340143,0.6415347511972442
natural_tits,628,1340771,0.6418353786853196
china,623,1341394,0.6421336126424391
1940s,617,1342011,0.6424289743624112
seduction,616,1342627,0.6427238573761922
neo-noir,615,1343242,0.643018261683782
jealousy,610,1343852,0.6433102724604158
writer,610,1344462,0.6436022832370496
