keyword,count,is_political,matched_rule
belgium,138,False,
muslim,138,False,
young_love,138,False,
camera,138,False,
silent,138,False,
black_woman,138,False,
big_dicks,138,False,
con_man,137,False,
rebellion,137,False,
catholicism,137,False,
knight,137,False,
gothic_horror,137,False,
adventure,137,False,
sexual_assault,137,False,
electronic_music,137,False,
experimental_narrative,137,False,
indie_horror,137,False,
dollar_baby,137,False,
animal_attack,136,False,
grandparent_grandchild_relationship,136,False,
rio_de_janeiro,136,False,
dementia,136,False,
misunderstanding,136,False,
fistfight,136,False,
drinking,136,False,
palestinian-israeli_conflict,136,False,
bicycle,136,False,
mormon,136,False,
biopic,136,False,
middle_east,135,False,
class_differences,135,False,
brutality,135,False,
mummy,135,False,
blind,135,False,
therapy,135,False,
cartoon_dog,135,False,
tree,135,False,
instructional_video,135,False,
bikini,135,False,
gender,135,False,
manipulation,134,False,
sacrifice,134,False,
teenage_crush,134,False,
intense,134,False,
heartbreak,134,False,
storm,134,False,
young_adult,134,False,
literary_adaptation,134,False,
oregon,134,False,
high_school_friends,134,False,
stranger,134,False,
16th_century,134,False,
man_woman_relationship,134,False,
homeless,134,False,
experimental_surrealism,134,False,
cabaret,134,False,
punk,134,False,
jpop,134,False,
bounty_hunter,133,False,
historical_fiction,133,False,
undercover_cop,133,True,migration_police_civilrights
archeology,133,False,
nazism,133,False,
bully,133,False,
killing,133,False,
agent,133,False,
satan,133,False,
scam,133,False,
hunter,133,False,
blues,133,False,
skiing,133,False,
crime_boss,132,False,
bus,132,False,
amusement_park,132,False,
teenage_love,132,False,
spin_off,132,False,
stalking,132,False,
prequel,132,False,
wheelchair,132,False,
shot_on_video,132,False,
fame,131,False,
zoo,131,False,
prisoner_of_war,131,True,war_security_intel
gypsy,131,False,
vienna,131,False,
pantyhose,131,False,
policeman,131,False,
dictatorship,131,True,institutions_elections_law
rain,130,False,
ancient_rome,130,False,
love_of_one's_life,130,False,
bank_robber,130,True,economy_finance_crisis
tennis,130,False,
conflict,130,False,
acting,130,False,
diamond,130,False,
rock,130,False,
escalade,130,False,
groper_train,130,False,
wizard,129,False,
rape_and_revenge,129,False,
motorcycle_gang,129,False,
undead,129,False,
sex_worker,129,True,labor_collective_action
poetic_documentary,129,False,
hentai,129,False,
united_kingdom,128,False,
urban,128,False,
murderer,128,False,
alien_abduction,128,False,
disco,128,False,
latino,128,False,
fingering,128,False,
madness,127,False,
abduction,127,False,
nerd,127,False,
monk,127,False,
elephant,127,False,
u.s._navy,127,False,
modeling,127,False,
karate,127,False,
thanksgiving,127,False,
masculinity,127,False,
director,127,False,
veteran,127,True,war_security_intel
science,127,False,
